,Title,Published_date,Views,Likes,Comments,Month
1333,Place value tables,2019-05-15,38999,308,0,May
1334,Geometric series introduction | Algebra 2 | Khan Academy,2019-05-09,10443,171,18,May
1335,Plessy v. Ferguson | The Gilded Age (1865-1898) | US history | Khan Academy,2019-05-07,34751,305,38,May
1336,Polynomial identities introduction | Algebra 2 | Khan Academy,2019-05-06,42262,502,28,May
1337,What was the Articles of Confederation? | US Government and Civics | Khan Academy,2019-05-03,25915,240,21,May
1338,Why was George Washington the first president? | US History | Khan Academy,2019-05-03,24933,264,32,May
1339,What was the Gilded Age? | US History | Khan Academy,2019-05-03,38572,462,28,May
1340,Identifying quadratic patterns | Polynomial factorization | Algebra 2 | Khan Academy,2019-05-01,5313,43,2,May
1341,Factorization with substitution | Polynomial factorization | Algebra 2 | Khan Academy,2019-05-01,3989,31,4,May
1342,Factoring higher degree polynomials | Algebra 2 | Khan Academy,2019-04-30,34091,312,16,Apr
1343,Polynomial special products: perfect square | Algebra 2 | Khan Academy,2019-04-26,15530,184,15,Apr
1344,Finding average rate of change of polynomials | Algebra 2 | Khan Academy,2019-04-26,18089,165,17,Apr
1345,Introduction to factoring higher degree monomials | Algebra 2 | Khan Academy,2019-04-26,2611,31,3,Apr
1346,Polynomial special products: difference of squares | Algebra 2 | Khan Academy,2019-04-26,6535,77,2,Apr
1347,Khan Stories - Sean,2019-04-26,6344,178,19,Apr
1348,"Scott Cook - Founder and Chairman of the Executive Committee, Intuit | Khan Academy",2019-04-26,58689,108,5,Apr
1349,Clarifying standard form rules,2019-04-24,8571,71,6,Apr
1350,Strategies for eliminating variables in a system examples,2019-04-24,6167,49,3,Apr
1351,Example visually evaluating discrete functions,2019-04-24,5793,32,2,Apr
1352,Examples finding the domain of functions,2019-04-24,115160,1108,18,Apr
1353,Setting up a system of equations from context example,2019-04-24,7168,50,5,Apr
1354,Determining whether values are in domain of function,2019-04-24,12976,85,5,Apr
1355,Interpreting points in context of graphs of systems,2019-04-24,5092,37,2,Apr
1356,Setting up systems of linear equations example,2019-04-24,10163,76,4,Apr
1357,Performing a rotation to match figures,2019-04-23,83706,37,5,Apr
1358,Solving equations and inequalities through substitution example 3,2019-04-23,33230,31,1,Apr
1359,Visually determining vertical asymptotes | Limits | Differential Calculus | Khan Academy,2019-04-23,83808,36,1,Apr
1360,Cybersecurity and crime | Internet 101 | Computer Science | Khan Academy,2019-04-23,271220,1013,48,Apr
1361,IP addresses and DNS | Internet 101 | Computer Science | Khan Academy,2019-04-23,382325,2092,84,Apr
1362,Encryption and public keys | Internet 101 | Computer Science | Khan Academy,2019-04-23,370131,4528,137,Apr
1363,"Packet, routers, and reliability | Internet 101 | Computer Science | Khan Academy",2019-04-23,291121,1543,57,Apr
1364,HTTP and HTML | Internet 101 | Computer Science | Khan Academy,2019-04-23,252402,1280,28,Apr
1365,"Wires, cables, and WiFi | Internet 101 | Computer Science | Khan Academy",2019-04-23,393024,1737,39,Apr
1366,"Area of a circle | Perimeter, area, and volume | Geometry | Khan Academy",2019-04-23,1198213,846,84,Apr
1367,Graphs of indefinite integrals,2019-04-23,130500,121,1,Apr
1368,Solving proportions 2 exercise examples | Algebra Basics | Khan Academy,2019-04-23,278892,159,9,Apr
1369,Limits at infinity using algebra | Limits | Differential Calculus | Khan Academy,2019-04-23,128173,87,6,Apr
1370,Vertical asymptote of natural log | Limits | Differential Calculus | Khan Academy,2019-04-23,152916,120,4,Apr
1371,Education as a force of convergence | Macroeconomics | Khan Academy,2019-04-23,27824,39,3,Apr
1372,r greater than g but less inequality,2019-04-23,28833,29,5,Apr
1373,Estimating limit numerically | Limits | Differential Calculus | Khan Academy,2019-04-23,364654,54,2,Apr
1374,Solving equations and inequalities through substitution example 2,2019-04-23,32130,22,0,Apr
1375,Simple model to understand r and g relationship,2019-04-23,23210,35,3,Apr
1376,Statistical and non statistical questions | Probability and Statistics | Khan Academy,2019-04-23,298612,339,31,Apr
1377,Reading tables 1,2019-04-23,59065,54,5,Apr
1378,Reading tables 2,2019-04-23,113324,167,2,Apr
1379,Measuring segments,2019-04-23,228902,225,12,Apr
1380,Drew Houston - CEO and Founder of Dropbox | Entrepreneurship | Khan Academy,2019-04-23,71884,326,13,Apr
1381,Monopsony employers and minimum wages,2019-04-20,25150,369,31,Apr
1382,Frog embryo division,2019-04-19,52502,86,7,Apr
1383,Alkane with isopropyl group | Organic chemistry | Khan Academy,2019-04-19,175426,445,17,Apr
1384,Triple bonds cause linear configurations | Organic chemistry | Khan Academy,2019-04-19,50747,35,1,Apr
1385,Amoeba phagocytosis of yeast,2019-04-19,6082,101,11,Apr
1386,Naming two isobutyl groups systematically | Organic chemistry | Khan Academy,2019-04-19,63887,43,3,Apr
1387,CircuitSimplification,2019-04-19,40393,200,16,Apr
1388,Naming alkanes with ethyl groups | Organic chemistry | Khan Academy,2019-04-19,158493,153,14,Apr
1389,Types of price discrimination,2019-04-19,34619,434,17,Apr
1390,Monopsony employers and minimum wages,2019-04-19,6179,94,4,Apr
1391,Naming a cycloalkane | Organic chemistry | Khan Academy,2019-04-19,133494,471,12,Apr
1392,Circuit Isomorphism,2019-04-19,46255,104,10,Apr
1393,Rival and excludable goods,2019-04-18,40398,549,16,Apr
1394,Introduction to the semicolon | The Colon and semicolon | Punctuation | Khan Academy,2019-04-17,282304,1791,71,Apr
1395,Semicolons and complex lists | The colon and semicolon | Punctuation | Khan Academy,2019-04-17,125632,487,23,Apr
1396,Linking function of the colon | The Colon and semicolon | Punctuation | Khan Academy,2019-04-17,173831,661,42,Apr
1397,The colon as a separator | The colon and semicolon | Punctuation | Khan Academy,2019-04-17,85825,120,8,Apr
1398,Preparing for the AP US History Exam (5/4/2016),2019-04-17,19624,58,7,Apr
1399,Difference between wealth and income | Macroeconomics | Khan Academy,2019-04-17,78462,424,15,Apr
1400,Is rising inequality necessarily bad,2019-04-17,39734,194,52,Apr
1401,Gilded Age versus Silicon Valley | GDP: Measuring national income | Macroeconomics | Khan Academy,2019-04-17,24944,44,2,Apr
1402,Convergence on macro scale | GDP: Measuring national income | Macroeconomics | Khan Academy,2019-04-17,29304,41,1,Apr
1403,Inverse relationship between capital price and returns | Macroeconomics | Khan Academy,2019-04-17,26586,28,0,Apr
1404,Indifference curves and marginal rate of substitution | Microeconomics | Khan Academy,2019-04-17,728303,6249,119,Apr
1405,Capital by Thomas Piketty | Macroeconomics | Khan Academy,2019-04-17,64303,212,13,Apr
1406,Return on capital and economic growth,2019-04-17,25755,59,3,Apr
1407,Critically looking at data on ROC and economic growth over millenia | Macroeconomics | Khan Academy,2019-04-17,19008,19,2,Apr
1408,Gini Coefficient and Lorenz Curve,2019-04-17,209555,2955,79,Apr
1409,Connecting income to capital growth and potential inequality | Macroeconomics | Khan Academy,2019-04-16,23260,35,1,Apr
1410,Review of revenue and cost graphs for a monopoly | Microeconomics | Khan Academy,2019-04-16,82860,85,5,Apr
1411,Change in expected future prices and demand | Microeconomics | Khan Academy,2019-04-16,435154,327,6,Apr
1412,Socially efficient and inefficient outcomes,2019-04-16,35730,461,13,Apr
1413,A monopsonistic market for labor | Microeconomics | Khan Academy,2019-04-16,37156,417,7,Apr
1414,Cost minimizing choice of inputs | Microeconomics | Khan Academy,2019-04-16,59942,472,17,Apr
1415,Factor markets worked example | Microeconomics | Khan Academy,2019-04-16,12450,138,5,Apr
1416,Shifts in demand for labor | Microeconomics | Khan Academy,2019-04-15,17558,178,5,Apr
1417,Changes in labor supply | Microeconomics | Khan Academy,2019-04-15,10676,110,5,Apr
1418,Introduction to labor markets | Microeconomics | Khan Academy,2019-04-15,116414,1107,47,Apr
1419,Game theory worked example from A P  Microeconomics,2019-03-22,87949,1205,29,Mar
1420,Long term economic profit for monopolistic competition | Microeconomics | Khan Academy,2019-03-22,25167,318,16,Mar
1421,Monopolies vs. perfect competition | Microeconomics | Khan Academy,2019-03-16,97011,1037,23,Mar
1422,Economic profit for a monopoly | Microeconomics | Khan Academy,2019-03-15,250378,2903,29,Mar
1423,AP Microeconomics FRQ on perfect competition | AP(R)  Microeconomics | Khan Academy,2019-03-14,15698,179,3,Mar
1424,Long run supply when industry costs are increasing or decreasing | Microeconomics | Khan Academy,2019-03-13,46088,547,16,Mar
1425,Long run supply curve in constant cost perfectly competitive markets | Microeconomics | Khan Academy,2019-03-13,60980,756,8,Mar
1426,Economic profit for firms in perfectly competitive markets,2019-03-12,95404,1198,22,Mar
1427,Long-run economic profit for perfectly competitive firms | Microeconomics | Khan Academy,2019-03-12,173051,2056,41,Mar
1428,Logistic growth versus exponential growth | Ecology | AP Biology | Khan Academy,2019-03-11,43951,547,18,Mar
1429,Per capita population growth and exponential growth | Ecology | AP Biology | Khan Academy,2019-03-11,30993,358,12,Mar
1430,Population growth rate based on birth and death rates | Ecology | AP Biology | Khan Academy,2019-03-09,70995,579,19,Mar
1431,International Women's Day Livestream: Women In Technology For Good,2019-03-08,6490,159,6,Mar
1432,Impact of changes to trophic pyramids | Ecology | AP Biology | Khan Academy,2019-03-07,40054,435,35,Mar
1433,Cellular evidence of common ancestry | Natural selection | AP Biology | Khan Academy,2019-03-06,8605,170,11,Mar
1434,Artificial selection and domestication | Natural selection | AP Biology | Khan Academy,2019-03-06,47708,432,24,Mar
1435,Perfect competition | Microeconomics | Khan Academy,2019-03-04,362068,4101,48,Mar
1436,Khan Stories: Mr. Kile's class,2019-02-22,9857,182,7,Feb
1437,What Reagan policies are still debated today?  | US Government and Civics | Khan Academy,2019-02-20,5891,62,2,Feb
1438,How have Reagan's policies affected the government? | US Government and Civics | Khan Academy,2019-02-20,3238,39,1,Feb
1439,How did Reagan's policies affect the economy? | US Government and Civics | Khan Academy,2019-02-20,15984,200,40,Feb
1440,Why was Reagan's presidency so significant? | US Government and Civics | Khan Academy,2019-02-20,17757,252,27,Feb
1441,Why is the Speaker second in succession? | US Government and Civics | Khan Academy,2019-02-20,2450,37,0,Feb
1442,What kind of levers does the Speaker have? | US Government and Civics | Khan Academy,2019-02-20,2914,38,4,Feb
1443,How has the position of Speaker changed over time? | US Government and Civics | Khan Academy,2019-02-20,1913,38,4,Feb
1444,Who is the Speaker of the House? | US Government and Civics | Khan Academy,2019-02-20,3001,54,9,Feb
1445,Khan Stories: Christian,2019-02-15,19823,268,14,Feb
1446,Four factors of production | AP Microeconomics | Khan Academy,2019-02-12,216153,1981,67,Feb
1447,Slope and intercepts from tables,2019-02-12,3873,47,4,Feb
1448,Slope and y intercept from equation,2019-02-12,527718,5203,243,Feb
1449,Linear equation word problems,2019-02-12,11310,61,3,Feb
1450,Constructing linear equation from context,2019-02-12,10473,93,7,Feb
1451,Khan Stories: Anjali,2019-02-08,26807,1062,68,Feb
1452,Khan Stories: Sal's high school math teacher,2019-02-01,55289,1991,47,Feb
1453,Khan Stories: Mrs. Hengels' class,2019-01-28,9769,167,6,Jan
1454,Introducing: Khan Academy Kids!,2019-01-25,171129,1196,0,Jan
1455,Khan Stories: Isai Baltezar's class,2019-01-18,20157,218,12,Jan
1456,Rounding to the nearest 10,2019-01-18,51811,506,64,Jan
1457,Three digit subtraction word problems,2019-01-18,16234,101,9,Jan
1458,Estimating adding large numbers by rounding,2019-01-18,71556,509,45,Jan
1459,Three digit addition word problems,2019-01-18,14987,72,1,Jan
1460,Missing numbers in three digit subtraction,2019-01-18,11182,36,5,Jan
1461,Subtraction by breaking apart,2019-01-18,8495,51,2,Jan
1462,Methods for subracting 3 digit numbers,2019-01-18,15306,120,16,Jan
1463,Rounding to the nearest 100,2019-01-18,60046,425,26,Jan
1464,Khan Stories: Brandon Bauer,2019-01-11,7663,147,18,Jan
1465,Khan Stories: Claudia,2019-01-04,11624,355,24,Jan
1466,Khan Stories: Shrey,2018-12-28,23160,821,53,Dec
1467,Types of competition and marginal revenue |  APⓇ Microeconomics | Khan Academy,2018-12-22,15896,168,20,Dec
1468,Marginal revenue and marginal cost in imperfect competition  | APⓇ Microeconomics | Khan Academy,2018-12-22,23889,228,6,Dec
1469,Khan Stories: Jordan,2018-12-21,8557,237,9,Dec
1470,Profit maximization worked example Free Response Question | Microeconomics | Khan Academy,2018-12-20,6692,84,3,Dec
1471,Perfect and imperfect competition,2018-12-19,69874,851,23,Dec
1472,Shutting down or exiting industry based on price | APⓇ Microeconomics | Khan Academy,2018-12-19,88895,1366,24,Dec
1473,Profit maximization | APⓇ Microeconomics | Khan Academy,2018-12-19,216111,1994,25,Dec
1474,Khan Stories: Brooke Hogan,2018-12-14,8718,246,8,Dec
1475,Substitution and income effects and the Law of Demand  | APⓇ Microeconomics | Khan Academy,2018-12-12,18843,182,6,Dec
1476,Tariff and imports worked example | APⓇ Microeconomics | Khan Academy,2018-12-07,17230,253,12,Dec
1477,Trade and tariffs | APⓇ Microeconomics | Khan Academy,2018-12-07,133447,1846,74,Dec
1478,Khan Stories: Alejandro,2018-12-07,7120,213,6,Dec
1479,Mutation as a source of variation | Gene expression and regulation | AP Biology | Khan Academy,2018-12-05,14218,209,17,Dec
1480,Minimum efficient scale and market concentration | APⓇ Microeconomics | Khan Academy,2018-12-04,18696,195,2,Dec
1481,Economies and diseconomies of scale | APⓇ Microeconomics | Khan Academy,2018-12-04,47127,420,11,Dec
1482,Long run average total cost curve | APⓇ Microeconomics | Khan Academy,2018-12-03,103288,1082,26,Dec
1483,How costs change when fixed and variable costs change | APⓇ Microeconomics | Khan Academy,2018-12-03,6868,77,3,Dec
1484,Graphical impact of cost changes on marginal and average costs,2018-12-03,4541,54,2,Dec
1485,"Marginal cost, average variable cost, and average total cost | APⓇ Microeconomics | Khan Academy",2018-11-30,59974,557,22,Nov
1486,"Graphs of MC, AVC and ATC",2018-11-30,64115,544,15,Nov
1487,What is mastery learning?,2018-11-29,86489,1397,34,Nov
1488,Give a child a great education. We need your help!,2018-11-28,34151,310,18,Nov
1489,"Total product, marginal product and average product | APⓇ Microeconomics | Khan Academy",2018-11-21,266681,3145,75,Nov
1490,Income elasticity of demand | APⓇ Microeconomics | Khan Academy,2018-11-21,158157,1704,38,Nov
1491,Introduction to production functions | APⓇ Microeconomics | Khan Academy,2018-11-20,240641,2423,51,Nov
1492,Changing equilibria from trade | APⓇ Microeconomics | Khan Academy,2018-11-20,5572,75,7,Nov
1493,Price elasticity of supply determinants | APⓇ Microeconomics | Khan Academy,2018-11-17,29523,343,17,Nov
1494,Introduction to price elasticity of supply | APⓇ Microeconomics | Khan Academy,2018-11-16,48297,528,19,Nov
1495,Khan Academy Live! In Khanversation with Barbara Oakley,2018-11-16,23783,836,29,Nov
1496,Determinants of price elasticity of demand | APⓇ Microeconomics | Khan Academy,2018-11-15,98734,1106,23,Nov
1497,Determinants of elasticity example | APⓇ Microeconomics | Khan Academy,2018-11-15,7160,63,3,Nov
1498,Introduction to price elasticity of demand | APⓇ Microeconomics | Khan Academy,2018-11-15,639807,5949,160,Nov
1499,Market demand as the sum of individual demand | APⓇ Microeconomics | Khan Academy,2018-11-15,76442,839,15,Nov
1500,Substitution and income effects and the Law of Demand,2018-11-14,149685,1531,26,Nov
1501,Markets and property rights | APⓇ Microeconomics | Khan Academy,2018-11-14,10935,140,5,Nov
1502,Continuity and change in the postwar era | Period 8: 1945-1980 | AP US History | Khan Academy,2018-11-09,16749,135,12,Nov
1503,Shaping American national identity from 1890 to 1945 | AP US History | Khan Academy,2018-11-09,20455,159,12,Nov
1504,Continuity and change in the Gilded Age | Period 6: 1865-1898 | AP US History | Khan Academy,2018-11-09,34011,230,29,Nov
1505,The Eighth Amendment | The National Constitution Center | US government and civics | Khan Academy,2018-11-08,17759,150,9,Nov
1506,Developing an American colonial identity | Period 2: 1607-1754 | AP US History | Khan Academy,2018-11-08,44736,273,18,Nov
1507,Phenotype plasticity | Heredity | AP Biology | Khan Academy,2018-11-06,23909,356,19,Nov
1508,Why do midterm congressional elections matter? | US government and civics | Khan Academy,2018-11-01,6267,72,8,Nov
1509,Why does your vote matter? | US government and civics | Khan Academy,2018-11-01,15315,162,22,Nov
1510,How does voter turnout in midterms compare to presidential elections? | Khan Academy,2018-11-01,3647,33,1,Nov
1511,How have congressional elections changed over time? | US government and civics | Khan Academy,2018-11-01,2730,35,2,Nov
1512,Does the president's party usually gain or lose seats at the midterm elections? | Khan Academy,2018-11-01,3328,50,1,Nov
1513,Activation and inhibition of signal transduction pathways | AP Biology | Khan Academy,2018-10-31,14279,159,7,Oct
1514,World War I: Homefront | Period 7: 1890-1945 | AP US History | Khan Academy,2018-10-31,47144,241,19,Oct
1515,The Progressives | Period 7: 1890-1945 | AP US History | Khan Academy,2018-10-31,135405,960,73,Oct
1516,1920s urbanization and immigration | Period 7: 1890-1945 | AP US History | Khan Academy;,2018-10-31,41341,229,8,Oct
1517,Westward expansion: social and cultural development | AP US History | Khan Academy,2018-10-31,61046,398,16,Oct
1518,Comparing the effects of the Civil War on American national identity | US history | Khan Academy,2018-10-31,17190,136,9,Oct
1519,Slavery in the British colonies | Period 2: 1607-1754 | AP US History | Khan Academy,2018-10-31,48098,210,33,Oct
1520,Gideon v  Wainwright,2018-10-25,30994,281,15,Oct
1521,Presidential oversight of the bureaucracy,2018-10-25,11423,113,7,Oct
1522,Gupta Dynasty | World History | Khan Academy,2018-10-25,58994,624,47,Oct
1523,Marginal and conditional distributions | Analyzing categorical data | AP Statistics | Khan Academy,2018-10-25,30379,227,7,Oct
1524,Continuity at a point | Limits and continuity | AP Calculus AB | Khan Academy,2018-10-25,83480,1013,23,Oct
1525,Alternating series test | Series | AP Calculus BC | Khan Academy,2018-10-25,56204,579,14,Oct
1526,Limits of combined functions: piecewise functions | AP Calculus AB | Khan Academy,2018-10-25,16794,184,5,Oct
1527,Manifest Destiny | Period 5: 1844-1877 | AP US History | Khan Academy,2018-10-24,256702,1650,143,Oct
1528,Water potential example | Cell structure and function | AP Biology | Khan Academy,2018-10-24,7589,75,5,Oct
1529,Molecular variation | Cellular energetics | AP Biology | Khan Academy,2018-10-24,6520,97,14,Oct
1530,ATP synthase | Cellular energetics | AP Biology | Khan Academy,2018-10-24,71432,916,15,Oct
1531,Photosynthesis evolution | Cellular energetics | AP Biology | Khan Academy,2018-10-23,9872,133,9,Oct
1532,Immigration and migration in the Gilded Age | Period 6: 1865-1898 | AP US History | Khan Academy,2018-10-23,43305,200,15,Oct
1533,Sectional conflict: Regional differences | Period 5: 1844-1877 | AP US History | Khan Academy,2018-10-23,65845,395,55,Oct
1534,Enzyme reaction velocity and pH | Cellular energetics | AP Biology | Khan Academy,2018-10-23,5360,103,7,Oct
1535,Increased politicization of the Supreme Court | AP US Government and Politics | Khan Academy,2018-10-23,9964,192,13,Oct
1536,Property rights in a market system | Basic Economic Concepts | AP(R) Microeconomics   | Khan Academy,2018-10-20,38538,418,47,Oct
1537,Introduction to utility | APⓇ Microeconomics | Khan Academy,2018-10-19,157038,1949,35,Oct
1538,Accounting profit vs  economic profit | APⓇ Microeconomics | Khan Academy,2018-10-19,16162,197,10,Oct
1539,Optimal decision-making and opportunity costs  | AP(R) Microeconomics   | Khan Academy,2018-10-19,20814,265,8,Oct
1540,Marginal benefit AP free response question | APⓇ Microeconomics | Khan Academy,2018-10-18,16560,186,5,Oct
1541,Marginal utllity free response example | APⓇ Microeconomics | Khan Academy,2018-10-18,13839,167,9,Oct
1542,Scarcity and rivalry | Basic Economic Concepts | Microeconomics | Khan Academy,2018-10-18,69708,778,27,Oct
1543,Introduction to one-dimensional motion with calculus | AP Calculus AB | Khan Academy,2018-10-16,11887,116,9,Oct
1544,The media and partisanship | Political partecipation | AP US Government and Politics | Khan Academy,2018-10-16,10392,76,8,Oct
1545,Changes to the role of the presidency | AP US Government and Politics | Khan Academy,2018-10-16,11526,139,6,Oct
1546,"Why study US history, government, and civics? | US government and civics | Khan Academy",2018-10-16,15418,92,6,Oct
1547,Sal Khan & John Dickerson: introduction | US government and civics | Khan Academy,2018-10-16,7547,71,5,Oct
1548,Interpreting change in speed from velocity-time graph | Differential Calculus | Khan Academy,2018-10-15,10180,190,12,Oct
1549,"Developing an American identity, 1800-1848 | US history | Khan Academy",2018-10-09,36087,277,11,Oct
1550,"Regional attitudes about slavery, 1754-1800 | US history | Khan Academy",2018-10-09,14751,80,9,Oct
1551,Interpreting direction of motion from position-time graph | AP Calculus AB | Khan Academy,2018-10-03,11675,75,4,Oct
1552,Interpreting direction of motion from velocity-time graph | AP Calculus AB | Khan Academy,2018-10-03,16622,142,4,Oct
1553,Worked example: Motion problems with derivatives | AP Calculus AB | Khan Academy,2018-10-02,23213,284,13,Oct
1554,Volume with cross sections: squares and rectangles (no graph) | AP Calculus AB | Khan Academy,2018-10-02,15919,139,9,Oct
1555,Volume with cross sections perpendicular to y-axis | AP Calculus AB | Khan Academy,2018-10-02,15073,124,4,Oct
1556,Learnstorm Classroom Celebrations,2018-09-28,10048,84,13,Sep
1557,Endosymbiosis theory | Cell structure and function | AP Biology | Khan Academy,2018-09-26,109551,1285,46,Sep
1558,Water potential worked example,2018-09-26,19883,162,7,Sep
1559,Water potential,2018-09-25,101884,1217,45,Sep
1560,Social consequences of revolutionary ideals | US history | Khan Academy,2018-09-24,33303,242,14,Sep
1561,The Ninth Amendment | US government and civics | Khan Academy,2018-09-24,13691,172,41,Sep
1562,Sal Khan's thoughts on mastery learning,2018-09-21,40167,1604,84,Sep
1563,The Seventh Amendment | US government and civics | Khan Academy,2018-09-21,12049,116,18,Sep
1564,LearnStorm 2018 Growth Mindset Livestream,2018-09-21,6434,68,4,Sep
1565,LearnStorm Growth Mindset Livestream,2018-09-20,7550,134,10,Sep
1566,Surface area to volume ratio of cells | Cell structure and function | AP Biology | Khan Academy,2018-09-20,96167,1106,33,Sep
1567,Elemental building blocks of biological molecules | Chemistry of life | AP Biology | Khan Academy,2018-09-20,15834,238,20,Sep
1568,Importance of water for life | Chemistry of life | AP Biology | Khan Academy,2018-09-19,56927,769,40,Sep
1569,Comparing European and Native American cultures | US history | Khan Academy,2018-09-18,79793,587,76,Sep
1570,Unadopted amendments to the Bill of Rights | US government and civics | Khan Academy,2018-09-14,10471,91,10,Sep
1571,Dred Scott v. Sandford | The Civil War era (1844-1877) | US history | Khan Academy,2018-09-12,71591,683,54,Sep
1572,Worked Phillips curves free response question,2018-09-12,5303,55,2,Sep
1573,The Fifth Amendment - takings clause | US government and civics | Khan Academy,2018-09-10,9586,121,12,Sep
1574,The Third Amendment | The National Constitution Center | US government and civics | Khan Academy,2018-09-07,14094,174,24,Sep
1575,Limits of combined functions | Limits and continuity | AP Calculus AB | Khan Academy,2018-09-05,31369,276,38,Sep
1576,Changes in the AD-AS Model and the Phillips curve |  APⓇ Macroeconomics | Khan Academy,2018-08-29,107292,1092,36,Aug
1577,Worked free response question on unemployment | APⓇ Macroeconomics | Khan Academy,2018-08-27,20594,170,3,Aug
1578,Identifying the constant of proportionality from equation | 7th grade | Khan Academy,2018-08-24,142719,1597,127,Aug
1579,Impact of mass on orbital speed | Study design | AP Statistics | Khan Academy,2018-08-24,12069,152,8,Aug
1580,Can causality be established from this study? | Study design | AP Statistics | Khan Academy,2018-08-23,6413,115,11,Aug
1581,Invalid conclusions from studies example | Study design | AP Statistics | Khan Academy,2018-08-23,5099,83,10,Aug
1582,LearnStorm is BACK!,2018-08-22,9489,215,8,Aug
1583,Generalizabilty of survey results example | Study design | AP Statistics | Khan Academy,2018-08-22,7871,38,3,Aug
1584,Ideology and social policy | US government and civics | Khan Academy,2018-08-22,26475,305,15,Aug
1585,Introduction to limits at infinity | Limits and continuity | AP Calculus AB | Khan Academy,2018-08-21,26452,185,10,Aug
1586,Introduction to infinite limits | Limits and continuity | AP Calculus AB | Khan Academy,2018-08-21,22403,158,11,Aug
1587,Unbounded limits | Limits and continuity | AP Calculus AB | Khan Academy,2018-08-21,30357,254,10,Aug
1588,Evolution through variation and natural selection,2018-08-13,17828,267,43,Aug
1589,Impact of mass on orbital speed | AP Physics 1 | Khan Academy,2018-08-13,8263,147,6,Aug
1590,Factorial and counting seat arrangements | Probability and Statistics | Khan Academy,2018-08-13,40215,350,18,Aug
1591,Invertible and noninvertibles matrices,2018-08-13,129605,1286,32,Aug
1592,Determinant when multiplying a matrix by a constant,2018-08-13,17280,175,10,Aug
1593,LearnStorm and Ceiba College Prep,2018-08-10,4033,37,7,Aug
1594,LearnStorm at Wewahitchka High School,2018-08-10,6157,32,5,Aug
1595,LearnStorm at Pine Hill Middle School,2018-08-10,8923,42,15,Aug
1596,LearnStorm Growth Mindset: Dave Paunesku introduces growth mindset,2018-08-10,13264,56,2,Aug
1597,LearnStorm Growth Mindset: Dave Paunesku on teacher modeling of growth mindset,2018-08-10,31242,60,4,Aug
1598,LearnStorm Growth Mindset: Dave Paunesku on student effort,2018-08-10,4442,21,1,Aug
1599,LearnStorm Growth Mindset: Dave Paunesku on student self-reflection,2018-08-10,21577,46,4,Aug
1600,LearnStorm Growth Mindset: How to write a SMART goal,2018-08-10,809944,3862,350,Aug
1601,LearnStorm Growth Mindset: The Truth About Your Brain,2018-08-10,889955,6963,309,Aug
1602,LearnStorm Growth Mindset: Dr. Michael Merzenich on growing your brain,2018-08-10,25249,180,6,Aug
1603,LearnStorm Growth Mindset: Khan Academy's economics content creator on learning strategies,2018-08-10,5366,38,3,Aug
1604,LearnStorm Growth Mindset: Ceiba Prep Students on mistakes,2018-08-10,18305,54,7,Aug
1605,LearnStorm Growth Mindset: Khan Academy's test prep content creator on mistakes,2018-08-10,11624,49,13,Aug
1606,LearnStorm Growth Mindset: Khan Academy's math content creator on learning strategies,2018-08-10,10072,97,2,Aug
1607,Growth Mindset: Khan Academy's Director of U.S. Content on academic belonging,2018-08-10,3774,18,2,Aug
1608,LearnStorm Growth Mindset: Ceiba Prep Students on overcoming frustration,2018-08-10,8571,32,1,Aug
1609,LearnStorm Growth Mindset: Khan Academy's humanities content creator on social belonging,2018-08-10,3134,19,0,Aug
1610,LearnStorm Growth Mindset: Khan Academy's science content creator on learning strategies,2018-08-10,8480,89,4,Aug
1611,LearnStorm Growth Mindset: Audio engineer on her career journey,2018-08-10,4366,35,1,Aug
1612,LearnStorm Growth Mindset: Animation Director on setting goals,2018-08-10,12954,83,0,Aug
1613,LearnStorm Growth Mindset: Dancer on his career journey,2018-08-10,4484,22,0,Aug
1614,LearnStorm Growth Mindset: Film director on her career journey,2018-08-10,7410,21,2,Aug
1615,LearnStorm Growth Mindset: Teacher leader on his career journey,2018-08-10,7409,84,8,Aug
1616,LearnStorm Growth Mindset: Salon owner on her career journey,2018-08-10,4597,43,2,Aug
1617,LearnStorm Growth Mindset: Chef De Cuisine on his career journey,2018-08-10,7809,44,1,Aug
1618,Khan Academy Classrooms has a new mastery system that makes personalized learning easier than ever!,2018-08-03,25720,585,47,Aug
1619,Technology and presidential communication | US government and civics | Khan Academy,2018-08-02,10458,94,8,Aug
1620,Voting rights | Political participation | US government and civics | Khan Academy,2018-08-02,31849,179,20,Aug
1621,Definite integrals: reverse power rule | AP Calculus AB | Khan Academy,2018-08-01,15941,151,16,Aug
1622,Analyzing related rates problems: equations (Pythagoras) | AP Calculus AB | Khan Academy,2018-08-01,6540,67,4,Aug
1623,Comparing constants of proportionality | 7th grade | Khan Academy,2018-08-01,11889,103,13,Aug
1624,Interpreting graphs of proportional relationships | 7th grade | Khan Academy,2018-08-01,15241,100,6,Aug
1625,Identifying proportional relationships from graphs | 7th grade | Khan Academy,2018-08-01,14660,76,6,Aug
1626,Generalizabilty of survey results example | AP Statistics | Khan Academy,2018-07-31,5573,42,2,Jul
1627,Visually assessing standard deviation | AP Statistics | Khan Academy,2018-07-31,22039,128,2,Jul
1628,Estimating mean and median in data displays | AP Statistics | Khan Academy,2018-07-31,15459,142,6,Jul
1629,Median in a histogram | Summarizing quantitative data | AP Statistics | Khan Academy,2018-07-31,223494,1075,49,Jul
