,Title,Published_date,Views,Likes,Comments,Month
110,BEWARE: Chinese Loan Apps and Youtube Comment Scams | Dhruv Rathee,2022-10-11,2586448,147563,7703,Oct
111,The Apollo 11 Moon Landing Mystery | Neil Armstrong | Dhruv Rathee,2022-10-08,24113443,552256,19863,Oct
112,"The Science of Ghosts | Paranormal, Bhoots and Ouija Boards Exposed | Dhruv Rathee",2022-09-27,14526509,616468,34576,Sep
113,How Russia is Losing to Ukraine | 7 Months Later | Dhruv Rathee ft. @sochbymm,2022-09-26,3974188,176382,8247,Sep
114,Anti Hijab Protests in Iran | Explained by Dhruv Rathee,2022-09-25,4163688,227709,25616,Sep
115,How Amul Saved India | The Untold Story of White Revolution | Dhruv Rathee,2022-09-22,6404561,246794,6825,Sep
116,How China Invaded Tibet | Escape of Dalai Lama | Dhruv Rathee,2022-09-17,6137169,227312,11167,Sep
117,The Truth about Freebie Politics | Right or Wrong? | Dhruv Rathee,2022-09-13,4733402,241389,17185,Sep
118,How did British Empire take over India? | Fall of Mughal Empire | Dhruv Rathee,2022-09-10,11017453,345466,17048,Sep
119,The Untold Mystery of Indus Valley Civilization | Dhruv Rathee,2022-09-05,9481660,372834,15256,Sep
120,Hiroshima and Nagasaki | Why USA destroyed Japan? | WW2 | Dhruv Rathee,2022-09-01,9194221,463382,16561,Sep
121,How Adani Trapped NDTV | The Hidden Agenda | Ravish Kumar | Dhruv Rathee,2022-08-25,7442106,372256,27337,Aug
122,Mystery of Red Plague | Invention of World’s First Vaccine | Dhruv Rathee,2022-08-23,6470761,262166,8144,Aug
123,Why People become Criminals? | The Problem of Liberty | Dhruv Rathee,2022-08-21,3064513,188727,11397,Aug
124,Dark Reality of Cold Drinks | Dhruv Rathee,2022-08-17,12283790,527861,33407,Aug
125,Laal Singh Chaddha Boycott | Is Aamir Khan Anti-Hindu? | PK | Dhruv Rathee,2022-08-14,7959165,585572,84231,Aug
126,Why China wants Taiwan? | Taiwan Crisis Explained | Dhruv Rathee,2022-08-13,2161394,132143,4570,Aug
127,Stop Wasting your Time! | The Scientific Way | Dhruv Rathee,2022-08-06,10681896,508561,16601,Aug
128,Who Controls Antarctica? | Mystery of the 7th Continent | Dhruv Rathee,2022-07-30,11626142,347193,7423,Jul
129,Chernobyl Nuclear Disaster | Why it happened? | Dhruv Rathee,2022-07-28,10575580,397373,8331,Jul
130,How Draupadi Murmu Won? | India’s First Tribal President | Dhruv Rathee,2022-07-21,3699681,192811,6406,Jul
131,Life on Alien Planet? | James Webb Telescope Discoveries | Dhruv Rathee,2022-07-19,10881347,419082,10829,Jul
132,Mystery of Kohinoor | Curse of World's Most Famous Diamond | Dhruv Rathee,2022-07-16,9345174,320580,11794,Jul
133,Why Shinzo Abe was Ass*sinated? | Why China celebrated? | Dhruv Rathee,2022-07-12,3867821,166319,4530,Jul
134,Mystery of North Sentinel Island | The Last Stone Age Tribe in World | Dhruv Rathee,2022-07-09,10053730,426360,14790,Jul
135,The Men who Built India | Untold Story of Tata | Dhruv Rathee,2022-07-04,6961509,275033,7466,Jul
136,The End of Shiv Sena? | Maharashtra Political Crisis Explained | Dhruv Rathee,2022-07-03,3699993,195257,12954,Jul
137,Business Model of Bollywood | How Film Industry Earns Money? | Dhruv Rathee,2022-06-27,6480918,253939,8144,Jun
138,India has a Big Stray Dogs Problem | Dhruv Rathee,2022-06-25,4684353,237311,15013,Jun
139,Nupur Sharma Controversy | Who was Right? | Freedom of Speech | Dhruv Rathee,2022-06-21,6821980,348144,42577,Jun
140,Agneepath Scheme Explained | Good or Bad? | Agniveers | Dhruv Rathee ft. @sochbymm​,2022-06-19,6755849,379950,25848,Jun
141,Monkey Man Mystery of Delhi l Kala Bandar of 2001 | Dhruv Rathee,2022-06-17,10166048,383728,15898,Jun
142,Johnny Depp vs Amber Heard Case | The Full Story | Dhruv Rathee,2022-06-12,6134955,278911,9159,Jun
143,India’s Richest Minority | How Zoroastrians became Rich? | Dhruv Rathee,2022-06-06,4365349,166300,9048,Jun
144,Is Taj Mahal a Temple? | The Mystery Explained by Dhruv Rathee,2022-06-01,15010690,603948,39514,Jun
145,Mystery of Supersonic Airplane | Concorde Plane Crash | Dhruv Rathee,2022-05-27,6968257,253450,4410,May
146,Mystery of Titanic | How the World's Greatest Ship Disappeared? | Dhruv Rathee in Hindi,2022-05-24,21111637,593225,9866,May
147,Business Model of IPL | How IPL Teams Make Money? | Dhruv Rathee,2022-05-19,4843592,248571,5622,May
148,Sri Lankan Prime Minister Resigns! | Dynasty Rule Still Continues | Dhruv Rathee,2022-05-14,2905171,138121,5475,May
149,How Social Media Destroys Your Life? | Science behind Addiction | Dhruv Rathee,2022-05-12,6237274,361901,12432,May
150,Cuba Missile Crisis | How USA and Soviet Union almost started WW3 | Dhruv Rathee,2022-05-09,7324670,264313,7756,May
151,Russia Turns Back! Latest Update from Ukraine | Dhruv Rathee,2022-05-06,3059361,135985,4123,May
152,World's Harshest Lockdown in China | Zero COVID Policy | Dhruv Rathee,2022-05-02,3253075,136573,4523,May
153,The Problem with Bulldozer Justice in India | Dhruv Rathee,2022-04-27,2107853,144091,14001,Apr
154,The Real Reason behind Communal Riots | Dhruv Rathee,2022-04-20,3967199,267797,26311,Apr
155,The Dark Secret of Bill Gates | Becoming the World's Richest Man | Dhruv Rathee,2022-04-15,5853821,250843,11870,Apr
156,Why Imran Khan Lost? | Political Crisis in Pakistan | Dhruv Rathee,2022-04-11,5540500,219519,21938,Apr
157,India's Worst Plane Crash | Only Mid-Air Collision in History | Dhruv Rathee,2022-04-08,10192413,327338,5327,Apr
158,Emergency in Sri Lanka! | Economic Crisis Explained | Dhruv Rathee,2022-04-05,5986659,260344,9737,Apr
159,Russia Ukraine Latest Update | Fall of Mariupol | Peace Negotiations | Dhruv Rathee,2022-03-30,2787328,141413,5479,Mar
160,Worst Air Disaster in China | Boeing 737 Plane Crash | Dhruv Rathee,2022-03-24,6415691,235322,5617,Mar
161,French Revolution | Why it happened? | The Dark Reality | Dhruv Rathee,2022-03-22,7055694,247229,11821,Mar
162,The End of Congress Party | Why Gandhi Family keeps losing? | Dhruv Rathee,2022-03-18,6364826,256264,23856,Mar
163,Time Traveler from Year 2256 | Science behind the Mystery | Dhruv Rathee,2022-03-16,17232208,632557,26731,Mar
164,Why Kejriwal & Adityanath Won? | Elections 2022 Result Analysis | Dhruv Rathee,2022-03-12,5059411,243137,28148,Mar
165,Russian Economy is now Permanently Destroyed! | Ukraine vs Russia | Dhruv Rathee,2022-03-11,4750565,234299,11563,Mar
166,Was Nehru a Womanizer? | Reality of Nehru | Dhruv Rathee,2022-03-04,5036887,267124,19861,Mar
167,Russia Ukraine Latest Update | Battle of Kharkiv | Indian Students Stuck | Dhruv Rathee,2022-03-03,4226384,296209,15504,Mar
168,The Shocking Story of Zelensky | Russia Ukraine Invasion Update  | Dhruv Rathee,2022-02-26,5183504,312887,14650,Feb
169,Putin Invades Ukraine! | Russia Ukraine Crisis Explained | Dhruv Rathee ft. @sochbymm,2022-02-24,7928301,407450,15819,Feb
170,Business Model of Uber | How Uber earns Money? | Dhruv Rathee,2022-02-23,1867271,81684,3476,Feb
171,The Bermuda Triangle Mystery | What is the Secret? | Dhruv Rathee,2022-02-21,17763777,576596,10897,Feb
172,Canada declares Emergency! | Freedom Convoy Protests | Dhruv Rathee,2022-02-16,2250376,116914,6527,Feb
173,World’s First Flying Car Invented in Slovakia! | How it works? | Dhruv Rathee,2022-02-12,2845918,110117,3640,Feb
174,The Hijab Controversy | Who is Right? | Karnataka | Dhruv Rathee,2022-02-10,6140841,384599,61839,Feb
175,How Jeff Bezos made Amazon a $1.6 Trillion company? | Business Model of Amazon | Dhruv Rathee,2022-02-07,2933242,126288,4654,Feb
176,Why World War 1 happened? | The Real Reason | Dhruv Rathee,2022-02-05,10887888,345791,8699,Feb
177,Budget 2022 Analysis | What did Middle Class Get? | Pros and Cons | Dhruv Rathee,2022-02-02,2387735,161575,8561,Feb
178,Biggest Mystery in Aviation | What happened to MH370 Flight? | Dhruv Rathee,2022-01-31,15637126,530675,14326,Jan
179,RRB NTPC Protest | Khan Sir Responsible? | Explained by Dhruv Rathee,2022-01-29,5713706,350023,14824,Jan
180,Netaji Bose vs Gandhi | The Left & Right Wing of Congress Party | Dhruv Rathee,2022-01-23,3235611,158084,9128,Jan
181,How Metaverse Works? | Secrets of Metaverse | Explained in Hindi | Dhruv Rathee,2022-01-20,3405644,152300,8346,Jan
182,Third Wave of Omicron | The End of COVID? | Latest Update India | Dhruv Rathee,2022-01-18,2765766,150176,4766,Jan
183,How WhatsApp earns Money? | Secret Business Model of WhatsApp | Dhruv Rathee,2022-01-16,4690292,178445,4227,Jan
184,James Webb Space Telescope | Can it Time Travel? | Big Bang | Dhruv Rathee,2022-01-08,5883745,291047,7693,Jan
185,Bulli Bai App | What is Root Cause of Radicalisation? | Sulli Deals | Dhruv Rathee,2022-01-07,2880392,195192,13152,Jan
186,Bhopal Gas Tragedy | Who was Responsible? | Dhruv Rathee,2022-01-03,7564709,315300,6749,Jan
187,Why are Doctors Protesting? | Doctors Protest Explained | NEET PG 2021 | Dhruv Rathee,2021-12-29,1556456,120762,5708,Dec
188,How Banks Earn Money? | Business Model of Banks | Dhruv Rathee,2021-12-28,3456414,147162,6416,Dec
189,Marriage Age for Women at 21yrs | Good or Bad? | Dhruv Rathee,2021-12-26,2755194,151178,10485,Dec
190,Ukraine vs Russia Crisis | Danger of WW3? | Dhruv Rathee,2021-12-24,4766735,230707,8600,Dec
191,How English became World's Most Powerful Language? | Dhruv Rathee,2021-12-22,3034226,144376,5235,Dec
192,North Korea Bans Laughing! | Kim Jong Un | Dhruv Rathee,2021-12-19,7837625,295518,10904,Dec
193,Should Bitcoin be Banned in India? | Crypto Bill 2021 | Dhruv Rathee,2021-12-16,1047836,56066,2761,Dec
194,CDS Bipin Rawat Helicopter Crash | The Real Reason | Dhruv Rathee,2021-12-12,4740865,204015,6294,Dec
195,Brain Drain | Indian CEOs of American Companies | Dhruv Rathee,2021-12-10,4380210,223820,10024,Dec
196,"Carryminati, Munawar Faruqui and Kunal Kamra Controversy | Hinduphobia in Comedy | Dhruv Rathee",2021-12-07,8926305,623177,53984,Dec
197,The Problem in Indian Society that No One talks about | Dhruv Rathee,2021-12-05,2843369,181220,10854,Dec
198,The Secret Business Model of Tesla | How Tesla earns Money? | Elon Musk | Dhruv Rathee,2021-12-02,3210304,133778,3456,Dec
199,Omicron Virus Variant | Is it Dangerous? | Coronavirus India | Dhruv Rathee,2021-12-01,3463746,186210,6910,Dec
200,"PayTM, GooglePay and UPI Scam | How Scammers fool you? | Dhruv Rathee",2021-11-30,2877379,152738,10661,Nov
201,China becomes Worlds Richest Country | Evergrande Crisis | Dhruv Rathee,2021-11-27,2935304,132896,5914,Nov
202,What if Nepotism Tax exists? | How Inheritance Tax Works | Dhruv Rathee,2021-11-22,1216595,60144,4491,Nov
203,Farm Laws Repealed | Victory for Farmers Protest? | Dhruv Rathee,2021-11-20,2140404,170532,10457,Nov
204,Vir Das Controversy | Was it Insulting India? | Two Indias | Dhruv Rathee,2021-11-19,2559147,189062,15871,Nov
205,Refugee Crisis in Europe Again? | Poland vs Belarus Border | Dhruv Rathee,2021-11-16,1263229,75047,3731,Nov
206,Pan Masala Mafia | How Surrogate Ads work? | Dhruv Rathee,2021-11-15,5924150,296968,13331,Nov
207,Padma Awards | Kangana Ranaut Controversy | Who selects Winners? | Dhruv Rathee,2021-11-13,4132808,266823,18080,Nov
208,Business Model of Cricket World Cup | Explained by Dhruv Rathee,2021-11-09,4254398,199909,7016,Nov
209,Virat Kohli Controversy | Fabindia and CEAT Boycotts | Dhruv Rathee,2021-11-05,3389626,247148,19400,Nov
210,"Swami Vivekananda vs Andh Vishwas, Astrology and Cow Worship | Dhruv Rathee",2021-11-01,3215057,171042,16714,Nov
211,Facebook Papers | How Algorithms promoted Polarization and Hatred | Dhruv Rathee,2021-10-28,2084109,123300,5843,Oct
212,Dark Side of Stock Market | How Stock Market Manipulation works? | Insider Trading | Dhruv Rathee,2021-10-27,4369796,179557,5556,Oct
213,Aryan Khan Bail Granted | Sameer Wankhede Twist | Dhruv Rathee,2021-10-26,3231382,165539,10554,Oct
214,6 Million Special Q&A | Who is Dhruv Rathee? | All Questions Answered!,2021-10-25,4306762,215636,8913,Oct
215,Bangladesh Durga Puja and Singhu Border Case | Dhruv Rathee,2021-10-20,2042576,148584,20523,Oct
216,Why Air India failed? | Case Study of Air India | JRD Tata | Dhruv Rathee,2021-10-16,4566510,144177,6031,Oct
217,Coal Shortage in India | Electricity Crisis | Dhruv Rathee,2021-10-12,2234841,147679,7485,Oct
218,Lakhimpur Kheri Case | The Full Story | Ashish Mishra Arrest | Dhruv Rathee,2021-10-11,1568593,113133,6082,Oct
219,Pandora Papers Explained | Money Trail of Super Rich People | Dhruv Rathee,2021-10-10,2073355,99953,3266,Oct
220,Aryan Khan Arrest | Political Agenda against SRK? | Dhruv Rathee,2021-10-09,5659141,324972,24723,Oct
221,What if Internet Crashes in the Whole World? | Dhruv Rathee,2021-10-08,1628947,90506,2162,Oct
222,Farmers in Lakhimpur and Aryan Khan Case | Dhruv Rathee,2021-10-04,3101408,275111,18117,Oct
223,How to Win the Olympics? | Ground Report at Ravi Dahiya's Village | Dhruv Rathee,2021-10-03,713671,51147,2117,Oct
224,Did Mahatma Gandhi try to save Bhagat Singh? | Gandhi Jayanti Special | Dhruv Rathee,2021-10-02,4150426,198002,9396,Oct
225,What is Quad? । PM Modi in America । Quad vs China । Dhruv Rathee,2021-09-28,1595737,96887,4189,Sep
226,How Rwanda became No.1 Country of Africa | Ground Report by Dhruv Rathee,2021-09-27,1777693,75737,3132,Sep
227,Indira Gandhi's Emergency | Why it happened? | The Real Story | Dhruv Rathee,2021-09-25,7456215,263579,10291,Sep
228,The 9/11 Attacks | What actually happened? | America | Dhruv Rathee,2021-09-19,10039031,406545,14477,Sep
229,The Secret Organization Cleaning India | Ep.3 Gems of India | Dhruv Rathee,2021-09-18,1098321,86029,3936,Sep
230,What if India has 0% Income Tax? | Dhruv Rathee,2021-09-15,3527186,161492,10066,Sep
231,Petrol Price Rise | What are Oil Bonds? | Dhruv Rathee,2021-09-09,2367152,195755,14957,Sep
232,Reality of Savarkar and Subash Chandra Bose | Partition 1947 | Dhruv Rathee,2021-09-01,3783522,151195,16494,Sep
233,"What is Socialism? | Ideologies of Gandhi, Nehru and Bhagat Singh | Dhruv Rathee",2021-08-29,1878768,88975,6135,Aug
234,World's Most Expensive Currency | Dhruv Rathee,2021-08-26,7697754,262251,7146,Aug
235,Pakistan's Role in Taliban | Good Taliban vs Bad Taliban | Dhruv Rathee ft. @sochbymm,2021-08-20,2567260,135048,13927,Aug
236,Taliban Takeover Afghanistan | Fall of Kabul | Why it happened? | Dhruv Rathee,2021-08-17,6860491,361145,26959,Aug
237,Partition 1947 । Why it happened? | India and Pakistan | Dhruv Rathee,2021-08-15,6592203,280006,15927,Aug
238,Kargil War | Why it happened? | Real Story of Vikram Batra | Shershaah | Dhruv Rathee,2021-08-13,9765685,453658,19167,Aug
239,India's Best School? | Ep.2 Gems of India | Dhruv Rathee,2021-08-09,3206880,196098,8547,Aug
240,Indian Hockey Comeback | Why did Hockey lose popularity to Cricket? | Tokyo Olympics | Dhruv Rathee,2021-08-05,1526478,96968,5804,Aug
241,Assam Mizoram Border Issue | History of Mizoram | Assam CM | Dhruv Rathee ft @sochbymm,2021-08-03,1233228,74676,5416,Aug
242,Rise of Taliban | Afghanistan Crisis Continued | US Troops Return | Dhruv Rathee,2021-07-30,8327483,337881,23538,Jul
243,Mirabai Chanu | The Real Struggler | Tokyo Olympics 2021 | Inspiring | Dhruv Rathee,2021-07-27,1230015,105137,5226,Jul
244,Pegasus Spyware | How Pegasus hacks your phone? | Israel NSO | Dhruv Rathee,2021-07-25,2573400,166213,11335,Jul
245,How Credit Cards Work? Should I own a Credit Card? | Dhruv Rathee,2021-07-22,3611186,161915,5373,Jul
246,Space Tourism | Jeff Bezos vs Richard Branson vs Elon Musk | Dhruv Rathee,2021-07-20,2086940,115627,4872,Jul
247,Afghanistan Crisis | History of Taliban | US Troop Return | Explained by Dhruv Rathee,2021-07-19,4781981,220090,13332,Jul
248,Planting 3 Lakh Trees! | Treeman of Haryana | Ep.1 Gems of India | Dhruv Rathee,2021-07-17,1343153,111572,7844,Jul
249,Rabindranath Tagore | How a School Drop-Out Won the Nobel Prize | Dhruv Rathee,2021-07-16,1896645,102853,6276,Jul
250,Reality of Love J**** | Dhruv Rathee,2021-07-11,3103605,206957,20056,Jul
251,Cabinet Reshuffle of Modi Government | Good or Bad? | New Cabinet Ministers | Dhruv Rathee,2021-07-08,1891867,137576,9480,Jul
252,Why this African Country is special? | Dhruv Rathee,2021-07-06,717831,43052,3406,Jul
253,Extreme Heatwave in Canada | 50°C Temperature | Climate Change | Dhruv Rathee,2021-07-04,3184738,148044,6870,Jul
254,Third Wave of Coronavirus | Delta Plus Variant in India | Dhruv Rathee,2021-07-02,2202767,124255,6104,Jul
255,Swami Vivekananda | How Naren became a Monk! | Dhruv Rathee,2021-06-27,2347582,137615,15868,Jun
256,Twitter vs Modi Govt | Ravi Shankar Prasad Twitter Ban | Dhruv Rathee,2021-06-26,1144921,99249,11831,Jun
257,The Fall of Berlin Wall | Akhand Germany Unification | Ground Report by Dhruv Rathee,2021-06-25,3918391,144456,5605,Jun
258,Buxwaha Forest Diamond Mine | The Full Story | Madhya Pradesh | Dhruv Rathee,2021-06-23,1894382,141349,9074,Jun
259,Baba Ka Dhaba | What We Can Learn | The Full Story | Dhruv Rathee,2021-06-20,2808295,273449,16268,Jun
260,Sushant Singh Rajput | Real Solution of Nepotism | One Year Later | Dhruv Rathee,2021-06-14,3713936,266536,15142,Jun
261,Mystery of Mehul Choksi | Uncle of Nirav Modi | Explained by Dhruv Rathee,2021-06-10,1023928,60861,2818,Jun
262,The Problem with GDP | How India's GDP works? | Dhruv Rathee,2021-06-06,1747835,117882,9912,Jun
263,What is Dogecoin? | Bitcoin vs Dogecoin | Explained by Dhruv Rathee,2021-06-04,1208389,66362,5298,Jun
264,What if $1 = ₹1 happens? | Dollar vs Rupee Devaluation | Dhruv Rathee,2021-05-31,7139476,343029,16903,May
265,Dominos & Air India Data Leaked! | How to Protect your Data? | Dhruv Rathee,2021-05-29,1133320,72818,4551,May
266,Lakshadweep in Danger | What is happening? | Praful Patel | Dhruv Rathee,2021-05-26,4043210,327664,36989,May
267,Black Fungus | White Fungus | Yellow Fungus | Symptoms & Treatment | Dhruv Rathee,2021-05-25,1787768,110243,5850,May
268,Can Israel Palestine Unite? | One State Solution vs Two State Solution | Ceasefire | Dhruv Rathee,2021-05-23,1132182,66695,10134,May
269,Raja Ram Mohan Roy | The First Indian Liberal | Dhruv Rathee,2021-05-22,2315247,164695,18291,May
270,Is Akhand Bharat Possible? | Sardar Patel | Dhruv Rathee,2021-05-20,5070231,324852,52218,May
271,Israel Palestine Conflict: 1000 year History | Jerusalem | Gaza | West Bank |  Dhruv Rathee,2021-05-16,10568198,349060,45174,May
272,Israel Palestine Conflict Explained | Al-Aqsa Mosque | Jerusalem | Gaza | Dhruv Rathee,2021-05-14,6741202,334025,43761,May
273,How America became the No.1 Superpower? | Reality of USA | Dhruv Rathee,2021-05-13,4798841,249519,14230,May
274,What is Blockchain? How Elections on Blockchain work? | Bitcoin | Dhruv Rathee,2021-05-10,1772771,97652,5815,May
275,Which is the Best Vaccine? Covaxin vs Covishield | Dhruv Rathee,2021-05-06,3991819,151741,10541,May
276,Kangana Ranaut Twitter Suspension & West Bengal Violence | Dhruv Rathee,2021-05-04,3037414,261635,20081,May
277,Mamata Banerjee Wins | West Bengal Results | COVID Crisis | Dhruv Rathee,2021-05-03,4342974,268330,20921,May
278,World Helps India | COVID Latest Updates | International Response | Dhruv Rathee,2021-04-28,2687339,245485,18571,Apr
279,COVID Home Treatment | Oxygen Procedure | Remdesivir vs Other Medicines | Dhruv Rathee,2021-04-24,2332511,192281,8924,Apr
280,Reality of COVID Crisis | Oxygen Shortage | Remdesivir Black Marketing | Dhruv Rathee,2021-04-23,2748921,212891,17298,Apr
281,How Hitler Brainwashed Millions of People? | Rise of Adolf Hitler | Dhruv Rathee,2021-04-20,8202785,412398,27359,Apr
282,The Silent Killer of Immunity | Indoor Pollution | Dhruv Rathee,2021-04-19,1001764,72818,3342,Apr
283,"Should All Exams be Cancelled? | 10th Board, 12th Board CBSE | Dhruv Rathee",2021-04-15,1239664,98382,11305,Apr
284,Ambedkar vs Gandhi | Who was right about Casteism? | Dhruv Rathee,2021-04-14,4543793,290269,25183,Apr
285,Common Man vs Politicians | COVID Rules | Dhruv Rathee,2021-04-13,1494435,209093,9799,Apr
286,Are Coronavirus Vaccines Safe? | Blood Clotting Side Effects | Dhruv Rathee,2021-04-12,3582212,172290,14192,Apr
287,Will Capitalism destroy the World? | The Power of Money | Dhruv Rathee,2021-04-10,1270897,91454,7015,Apr
288,5 Million Special | New Series Teaser | Dhruv Rathee,2021-04-07,1105460,143378,11976,Apr
289,Second Wave of Coronavirus in India | Lockdown COVID-19 in Maharashtra | Dhruv Rathee,2021-04-01,2273620,147085,12844,Apr
290,Suez Canal | How will Blocked Ship get out? | Dhruv Rathee,2021-03-28,4165605,210550,6241,Mar
291,Delhi Govt vs LG Issue | GNCTD Bill | Arvind Kejriwal | Dhruv Rathee,2021-03-26,1631487,147590,13558,Mar
292,The Truth about Bhagat Singh | Dhruv Rathee,2021-03-23,3309429,218802,13782,Mar
293,World Happiness Report 2021 | Pakistan happier than India? | Dhruv Rathee,2021-03-21,1795159,111821,12170,Mar
294,What is Capitalism? | How does Money make Money? | Dhruv Rathee,2021-03-18,2363752,126143,5967,Mar
295,Myanmar is now a Dictatorship! What can we do? | Dhruv Rathee,2021-03-16,1270856,87700,6289,Mar
296,Is India a Partly Free Country now? | Analysis by Dhruv Rathee,2021-03-09,1214408,101352,11143,Mar
297,"Will Facebook, Twitter, Instagram be banned in India? | OTT Rules 2021 | Explained by Dhruv Rathee",2021-03-05,1872346,148619,12835,Mar
298,Is Dhruv Rathee Biased?,2021-03-02,802009,61967,3950,Mar
299,What is Communism? | Success and Failures of Communism | Dhruv Rathee,2021-02-28,3841676,201876,14499,Feb
300,Modi Rojgar Do | SSC Exam and Job Vacancies | Dhruv Rathee,2021-02-25,1844056,221058,16915,Feb
301,Electric Cars in India | Can you buy a Tesla? | Analysis by Dhruv Rathee,2021-02-23,1292883,90229,7192,Feb
302,Why is Petrol Price at 100 Rupees? | Explained by Dhruv Rathee,2021-02-20,3313678,238364,17411,Feb
303,The Mystery of Anglo Indians | Dhruv Rathee,2021-02-18,2429056,127273,9643,Feb
304,Dhruv Rathee Exposed by Dhruv Rathee,2021-02-15,5168665,342961,42775,Feb
305,Uttarakhand Glacier Burst | What is GLOF? | Dhruv Rathee,2021-02-10,1667010,130863,8126,Feb
306,Rihanna Tweet on Farmers Protest | Greta Thunberg | Dhruv Rathee,2021-02-04,3496190,383521,54076,Feb
307,Budget 2021 Full Analysis | Dhruv Rathee,2021-02-03,1828460,129308,8076,Feb
308,Russia Anti-Putin Protests Explained | Alexei Navalny | Dhruv Rathee,2021-01-30,1648110,118797,8775,Jan
309,Farmers Protest & Red Fort Incident | Deep Sidhu | Rakesh Tikait | Ghazipur Border | Dhruv Rathee,2021-01-28,2484992,232808,30428,Jan
310,"MLM Scams, Network Marketing and Pyramid Schemes | Dhruv Rathee",2021-01-25,2744048,174532,23968,Jan
311,Arnab Goswami Response to WhatsApp Chat Leak | Dhruv Rathee,2021-01-23,1873867,167870,13578,Jan
312,How Elon Musk became World's Richest Man? | Dhruv Rathee,2021-01-21,3247624,185732,6338,Jan
313,Arnab Goswami WhatsApp Chat Leak | Explained by Dhruv Rathee,2021-01-17,3078218,273046,20659,Jan
314,"What are Bitcoin Alternatives? | Ethereum, Ripple, Litecoin Cryptocurrency Explained | Dhruv Rathee",2021-01-16,1588442,73531,10021,Jan
315,WhatsApp Privacy Policy Update Explained! | Dhruv Rathee | WhatsApp vs Telegram vs Signal,2021-01-14,2642063,188484,8695,Jan
316,Chinese Billionaire Jack Ma Missing! | Dhruv Rathee,2021-01-10,2171553,141682,6039,Jan
317,Donald Trump & US Capitol Incident | Explained by Dhruv Rathee,2021-01-08,1224344,106131,6404,Jan
318,The Covaxin Controversy | Explained by Dhruv Rathee,2021-01-03,4562611,258696,4518,Jan
319,Goa Mollem Protests: The Fight Against Coal | Dhruv Rathee,2021-01-02,782456,83308,4781,Jan
320,Did Caste Reservations destroy India? | Dhruv Rathee ft. @sochbymm,2020-12-29,2104848,150163,24318,Dec
321,Dangerous Mutation? New Strain of Coronavirus | Explained by Dhruv Rathee,2020-12-24,1811667,150944,6905,Dec
322,India's New Parliament Building | Central Vista Project | Dhruv Rathee,2020-12-22,3075060,172430,19022,Dec
323,Reality of W********* | Dhruv Rathee,2020-12-14,3169001,245634,17900,Dec
324,Farmers Protest Update | Dhruv Rathee,2020-12-11,1779844,135550,10305,Dec
325,Bitcoin kya hai? How Bitcoin works and why is it so popular? | Dhruv Rathee,2020-12-05,3163977,151739,10909,Dec
326,Farmers Protest in Delhi | Explained by Dhruv Rathee,2020-12-01,2263321,227354,20531,Dec
327,Which Indian State has Best Nutrition? | Dhruv Rathee,2020-11-27,1516712,90316,7312,Nov
328,COVID-19 Vaccine Update | Dhruv Rathee,2020-11-24,1317359,102445,5293,Nov
329,Can Indian Banks Revive from NPA Crisis? | Dhruv Rathee,2020-11-21,827558,55073,2589,Nov
330,The Danger of OTT Regulation | Dhruv Rathee,2020-11-19,1170835,70096,6962,Nov
331,How Joe Biden Won? | US Elections Analysis by Dhruv Rathee,2020-11-08,2000803,162007,10547,Nov
332,Arnab Goswami Arrest! | Explained by Dhruv Rathee,2020-11-05,3430991,319616,39440,Nov
333,France Incidents and Blasphemy | Dhruv Rathee,2020-11-01,2344998,147158,41990,Nov
334,Is Bangladesh better than India now? | Dhruv Rathee,2020-10-30,2182979,147171,23168,Oct
335,Reality of Caste Reservation | Dhruv Rathee ft. @sochbymm,2020-10-27,2818672,188001,25235,Oct
336,Harsh Truth behind Billionaire Scams | Dhruv Rathee,2020-10-22,2256267,118571,4630,Oct
337,IPL 2020: Data Science of Winning | Dhruv Rathee,2020-10-16,1668254,116094,8861,Oct
338,TRP Jumla of Republic TV | Dhruv Rathee,2020-10-11,1928653,189734,17930,Oct
339,Armenia vs Azerbaijan | Explained by Dhruv Rathee,2020-10-07,1993678,114380,14369,Oct
340,Hathras Coverup | Explained by Dhruv Rathee,2020-10-03,4335747,406432,31692,Oct
341,Truth behind your Whatsapp Data  | Dhruv Rathee,2020-10-01,2095055,164929,9183,Oct
342,How Farmers Bills passed Rajya Sabha! | Dhruv Rathee,2020-09-24,2450441,220036,16329,Sep
343,Why are Farmers Protesting? | Farm Laws Explained | Dhruv Rathee,2020-09-16,3817477,297772,19537,Sep
344,"Kangana Ranaut, BMC and Rhea Controversy | Dhruv Rathee",2020-09-11,4821241,481695,50781,Sep
345,GDP Crash and PUBG Ban | By Dhruv Rathee,2020-09-06,2448176,298723,27340,Sep
346,How to start a Youtube Channel and Earn Money? | By Dhruv Rathee,2020-09-03,4841475,263841,10739,Sep
347,Prashant Bhushan Case | Interview with Dhruv Rathee,2020-09-02,1347319,110409,7146,Sep
348,How Belarus is overthrowing their Dictator! |  Dhruv Rathee,2020-08-23,978140,71138,7060,Aug
349,Why Postpone JEE & NEET Exams? | Dhruv Rathee,2020-08-20,1267012,164303,18831,Aug
350,Bangalore Violence 2020 | Explained by Dhruv Rathee,2020-08-16,1618304,123770,24552,Aug
